name,type,lat,lon,city
Unknown,school,12.8772119,77.6025994,bangalore
Angel Heart Montessori Play School,school,12.9187503,77.6518327,bangalore
Swamy Vivekananda Primary and High School,school,13.0483112,77.6342169,bangalore
Golden Chariot Public School,school,13.0989262,77.6350463,bangalore
Manasa Public School,school,13.0557708,77.6327504,bangalore
United Public School,school,13.0384174,77.6387738,bangalore
L.B.S. School,school,13.0519542,77.6885541,bangalore
Yuvalok School,school,13.0371969,77.6427683,bangalore
Sinclairs High School,school,13.0317498,77.6437784,bangalore
Sacred Hearts Girls School,school,12.9694218,77.6033897,bangalore
Gopalan International Schoool,school,12.9853135,77.7183757,bangalore
Hoodi High School,school,12.9934221,77.7167666,bangalore
Carmel High School,school,12.9885908,77.5442935,bangalore
Stella Maris School,school,13.0064539,77.5780313,bangalore
Madrasa-e Arabiya,school,12.9430867,77.5994637,bangalore
B. P. Indian,school,13.0011737,77.5683395,bangalore
Father Mathews School,school,13.0457661,77.5416305,bangalore
Vani Vilas,school,13.0092653,77.5621798,bangalore
St. Sara's School,school,12.946945,77.6175314,bangalore
Deccan school,school,12.9921674,77.5683888,bangalore
Anganavadi,school,12.991587,77.5684205,bangalore
Government School,school,12.9496275,77.6139658,bangalore
Methodist church school,school,12.9497624,77.6143357,bangalore
Adithya public school,school,12.9499206,77.6151518,bangalore
Nagasena Vidyalaya,school,13.0140892,77.5760778,bangalore
Advanced Animation Academy,school,13.0089647,77.580665,bangalore
Vasavi Education Trust School,school,12.9081457,77.5929709,bangalore
Naasih Montessori Public School,school,13.0016772,77.6138117,bangalore
"St Josephs Eng Pri Sch, B T M Layout W No 65",school,12.9141469,77.6116922,bangalore
Auden Public School,school,12.9381024,77.543378,bangalore
Auden School,school,12.9323436,77.5437984,bangalore
SM English School,school,12.9846765,77.7183953,bangalore
Mother Montessori House of Children Pre-school,school,12.985118,77.679021,bangalore
LR International School,school,12.977267,77.679729,bangalore
Holy Saint English School,school,12.9217736,77.5925109,bangalore
Saraswati Vidya Mandir,school,12.9340338,77.5874849,bangalore
Good Shepherd School,school,12.9229013,77.5816474,bangalore
Nehru Smaraka Vidya Kendra,school,12.9271452,77.5778773,bangalore
Community English High School,school,12.9387689,77.5841184,bangalore
The Dunmore House Preschool,school,12.9633529,77.7314283,bangalore
Neev School,school,12.9625721,77.7476906,bangalore
Bangalore International Public School,school,12.9095131,77.5502862,bangalore
Jetking Computer Hardware and Networking,school,12.9781581,77.7250546,bangalore
Green Country Public School,school,13.0592352,77.5939566,bangalore
Gandhi Nagar High School,school,12.9910826,77.5789046,bangalore
The New Cambridge High School,school,12.9655564,77.5417627,bangalore
Unknown,school,12.979677,77.748098,bangalore
Ubhaya Vedanta Pravarthana Sabha,school,13.0008128,77.5701799,bangalore
Nirmala Rani High School,school,13.0092904,77.5614979,bangalore
Prarthana School,school,12.9119447,77.5581363,bangalore
Gubbalala School,school,12.8886669,77.5411424,bangalore
Insight Academy,school,12.8929689,77.5596739,bangalore
Unknown,school,13.0365701,77.6064886,bangalore
Global Chess Academy India,school,12.962267,77.530001,bangalore
HMT Kinder Garden School,school,13.0474055,77.5445463,bangalore
Mallige School Of Nursing,school,13.0478654,77.5442244,bangalore
St. Claret PU College,school,13.0441027,77.5439669,bangalore
Saint Claret School,school,13.043392,77.5451578,bangalore
Mount Senora School,school,13.0055371,77.5254587,bangalore
Bangalore Blaze Girls High School,school,12.9582352,77.517911,bangalore
Vice Chancellor's Lodge,school,12.9377048,77.50855,bangalore
Swargarani,school,12.9125086,77.5271968,bangalore
Quality Nursing Institute,school,12.9081687,77.5373087,bangalore
Government School,school,12.9056118,77.5434456,bangalore
Poorna Prajna Education Center,school,13.0990532,77.5812916,bangalore
Unknown,school,12.9170955,77.5905046,bangalore
Air Force School,school,13.0721308,77.5492982,bangalore
Bethany High School Koramangala,school,12.9404971,77.6207624,bangalore
SSM Public School,school,12.9328395,77.5638317,bangalore
Kamala Nehru Patashala (Emmanual English School),school,12.9339482,77.5664867,bangalore
Chaitnya nursing School,school,13.0995417,77.5861639,bangalore
Fathima's Girls High School,school,12.9968818,77.6109656,bangalore
Santosh Institute of Nursing & Research,school,12.9916626,77.6024335,bangalore
St. Francis Xavier's High School,school,12.9933042,77.6131994,bangalore
St. Joseph's Convent Girls High School,school,12.992426,77.6135802,bangalore
Holy Angel's High School,school,12.9938162,77.6144766,bangalore
RTC Girls High School,school,12.9926871,77.6141548,bangalore
Kripanidhi Cambridge Public School,school,12.9246365,77.6384508,bangalore
St Francis ICSE school,school,12.8889212,77.6252612,bangalore
Sri Kumaran Children's Home,school,12.9333166,77.5726226,bangalore
SSM Primary School,school,12.9356689,77.5699296,bangalore
Kumaran Children's High School,school,12.9329402,77.5717482,bangalore
Sharada School,school,13.0583621,77.5982875,bangalore
Little Lilly's English School,school,13.0092391,77.5478152,bangalore
Sri Vani Education Society,school,13.0037708,77.5547591,bangalore
Government Primary School Yelenahalli,school,12.867378,77.6162668,bangalore
Holy Child Convent School,school,12.9373897,77.56002,bangalore
Niveditha school,school,12.9453673,77.5672085,bangalore
SSVM GP Branch,school,12.9444263,77.5651593,bangalore
BASE,school,12.9455787,77.5679644,bangalore
Unknown,school,13.0004716,77.5346306,bangalore
Gautham College of Nursing,school,13.001119,77.5411129,bangalore
Anupama English School,school,13.0000789,77.5409358,bangalore
Vasavi Polytechnic College,school,12.9737683,77.5442442,bangalore
RNS Vidyaniketan School,school,12.9619713,77.5327333,bangalore
KVV High School,school,12.9646688,77.5330893,bangalore
Indo-German School,school,13.0042548,77.6580406,bangalore
Ankur Nursery School,school,12.9719967,77.6278036,bangalore
St. Johns High School,school,12.9655182,77.541311,bangalore
Bharat Seva Dal,school,12.9873383,77.5805314,bangalore
Shiksha Sagar High School,school,13.0323102,77.5807282,bangalore
JSS Composite PU College,school,12.9220691,77.5755122,bangalore
Bangalore Educational Society,school,12.9269543,77.5885571,bangalore
Bangalore High School(BHS),school,12.9282849,77.5868566,bangalore
Sree Rama Vidyalaya,school,12.938312,77.5843066,bangalore
Narayana PU College,school,13.0128343,77.6673677,bangalore
Patel Public School,school,13.0143184,77.6423518,bangalore
Jain Animation School,school,12.9179899,77.5920869,bangalore
Unknown,school,12.9598806,77.5640252,bangalore
BBUL Jain Vidyalaya,school,12.9540088,77.5724909,bangalore
Unknown,school,13.0034513,77.5042307,bangalore
Sahakari Vidya Kendra,school,12.9184077,77.5591112,bangalore
"Government Primary School, Vittasandra",school,12.8594794,77.6344242,bangalore
Government School Munekolala,school,12.9519912,77.706771,bangalore
Jnanadeepika School,school,13.0828092,77.5880986,bangalore
Capitol Public School,school,12.8880679,77.5810131,bangalore
Hennur Government School,school,13.0347257,77.6344642,bangalore
Indus Early Learning Centre,school,12.9746587,77.74526,bangalore
St Aloysius Pre Unniversity College,school,12.994291,77.6196026,bangalore
Cambridge School Kothanur,school,12.886025,77.5856544,bangalore
St. Joseph's Indian Composite PU College,school,12.9689388,77.5950441,bangalore
Prarthana School,school,12.9146638,77.559228,bangalore
Bangalore Scottish School,school,12.8803576,77.5796579,bangalore
Srinidhi Public School,school,12.8828036,77.5704042,bangalore
Jnana Deepthi English Primary and High School,school,12.9438068,77.542,bangalore
BSVP School,school,12.9731634,77.5410962,bangalore
St Ann's School,school,12.9800113,77.5566101,bangalore
St Mira's School,school,12.9776695,77.5553656,bangalore
New Baldwins School,school,13.0141643,77.6575124,bangalore
Vinayaka Vidya Samsthe,school,12.9369041,77.5577545,bangalore
Little Lilly's chool,school,13.0763182,77.5569872,bangalore
Government School,school,12.9812737,77.7333977,bangalore
Mother Mary English School,school,13.0054674,77.6482717,bangalore
Pinewood High School,school,12.9751013,77.5311252,bangalore
Cordial High School,school,12.9754931,77.5324927,bangalore
New Baldwin School,school,12.9322822,77.5981308,bangalore
Government School,school,12.9669946,77.591066,bangalore
UAS School,school,13.0292523,77.5829489,bangalore
Ekya School,school,12.9076665,77.596728,bangalore
Sri Ram Driving School,school,12.9003488,77.6271298,bangalore
Aradhana Academy,school,12.8847019,77.5917498,bangalore
New Arvind Memorial School,school,12.8947594,77.6150069,bangalore
St Teresa Hps Begur,school,12.8730251,77.6260135,bangalore
St Teresa Hs,school,12.8737507,77.6259345,bangalore
Udaya School,school,12.9700741,77.5361839,bangalore
Carmel School Ground,school,12.9242219,77.518945,bangalore
St. Marks School,school,12.9145163,77.5987874,bangalore
Rajarajeshwari School,school,13.0610953,77.5540677,bangalore
KKN coaching classes,school,12.9387638,77.5511668,bangalore
Unknown,school,12.9596512,77.7026729,bangalore
JAAGA Bootcamp,school,12.8766575,77.724268,bangalore
Good To Excellence,school,12.9167733,77.6110998,bangalore
Casa de Bambeino Montessori,school,12.9780057,77.6431739,bangalore
DQ Labs,school,12.9737451,77.6415863,bangalore
CNK Reddy College of Business Management.,school,12.9770253,77.6362533,bangalore
The Oxford Secondary School,school,12.9098297,77.5811845,bangalore
The Oxford English School,school,12.9095133,77.5812489,bangalore
The Oxford Senior Secondary School,school,12.9098297,77.5812542,bangalore
The Oxford Primary School,school,12.9100822,77.5815125,bangalore
Kannada Government School,school,12.9949932,77.6635028,bangalore
Bangalore Montessori High School,school,12.9561948,77.6376138,bangalore
K.R.L.S. Patel Rama Reddy English High School,school,12.9552332,77.6374003,bangalore
Eye Level Learning Center,school,12.9419581,77.6227858,bangalore
Nammura Government Model Primary School,school,13.0353468,77.5263173,bangalore
BET Convent,school,12.9209531,77.5213014,bangalore
Info Era - Software training institute,school,12.9801741,77.6372856,bangalore
Srs English Nursery School,school,12.9482223,77.5990903,bangalore
Rose of Sharon Nursery School,school,12.9790633,77.6439187,bangalore
Rakum school for blind,school,12.9792948,77.6433912,bangalore
Government School,school,12.9615699,77.5804526,bangalore
"Shantiniketan English High School, B M P 64",school,12.9147113,77.6024933,bangalore
Government Primary School,school,12.9814182,77.6659562,bangalore
Godwin English School,school,12.9665259,77.5670902,bangalore
Little Aryans,school,12.8819897,77.5825547,bangalore
Reliance,school,12.9581905,77.6169398,bangalore
M S Ramaiah University of Applied Sciences,school,13.0184747,77.5091024,bangalore
GHPS Yellukunte,school,12.9056484,77.6414765,bangalore
Marian Kids,school,13.026938,77.6041637,bangalore
"Mona Nursery, Primary and High School",school,13.0276254,77.6043712,bangalore
Vagdevi Vilas super school,school,12.9458064,77.710759,bangalore
Indus Valley School,school,13.0207661,77.7054808,bangalore
Government Higher Primary School Devarabisanahalli,school,12.9236532,77.6914948,bangalore
Greenvalley high school,school,12.8920481,77.5719005,bangalore
Hani Foundation Montessori,school,12.8867987,77.5675026,bangalore
Sri Chaitanya Techno School,school,12.913853,77.5426932,bangalore
Narayana e-Techno School,school,12.8963221,77.5784799,bangalore
Chrysalis Kids,school,12.9640704,77.7495412,bangalore
East West Academy,school,12.9834865,77.5515572,bangalore
High School,school,12.9215701,77.6633011,bangalore
Government Higher Primary School,school,12.9369877,77.6875894,bangalore
Traffic Police Station Kamakshipalya,school,12.9879713,77.5402233,bangalore
"CMS Business School, Jain University",school,12.9030471,77.5851583,bangalore
RMS International School,school,12.8922387,77.5655484,bangalore
NIIT,school,12.8915698,77.5652629,bangalore
Bright Way School,school,12.9053331,77.5533196,bangalore
Sri Ravishankar Vidya Mandir,school,12.9703809,77.6522753,bangalore
Government Primary School,school,12.9459897,77.6719357,bangalore
Prasad Vidya Mandir,school,12.9474274,77.6808752,bangalore
Prasad Vidya Mandir,school,12.9480263,77.6817564,bangalore
Indian High School,school,12.9938105,77.5458656,bangalore
Dr Ambedkar Nursery Primary & High School,school,12.9624108,77.6481803,bangalore
Mother Mary English School,school,12.9761276,77.652898,bangalore
St. Thomas Public School,school,12.9759235,77.6526652,bangalore
Government Primary School,school,12.9741482,77.6513232,bangalore
Kumon Education Center,school,13.0042862,77.5488857,bangalore
Kingston school,school,13.0264736,77.599251,bangalore
ಶ್ರೀ ಕೃಷ್ಣ ಪಿ ಯು ಕಾಲೇಜು,school,12.9314007,77.5577461,bangalore
Government School,school,12.8763018,77.6030612,bangalore
Government School,school,12.8782079,77.6026104,bangalore
Lords School,school,12.8771444,77.6021148,bangalore
Cambridge School,school,12.9588237,77.5936181,bangalore
BKS,school,12.983464,77.6135965,bangalore
Purvankara academy of excellence,school,12.9749455,77.6197537,bangalore
Driving school for all types of cars,school,12.9479719,77.5937414,bangalore
Govt. Urdu English Medium High School,school,12.9447229,77.5945885,bangalore
St George High School,school,13.0311434,77.6691847,bangalore
Sunshine Childrens Home and School,school,13.0309806,77.6682208,bangalore
Unknown,school,12.9290086,77.5894098,bangalore
Unknown,school,13.006508,77.6452745,bangalore
Unknown,school,13.0085915,77.64736,bangalore
Rays Academy For Learning,school,12.8938836,77.556381,bangalore
Kinder Castle,school,12.9771755,77.646499,bangalore
Dhurii,school,12.9690381,77.6483419,bangalore
Kinto School,school,12.9629891,77.551268,bangalore
Kinto High School,school,12.9610936,77.5468666,bangalore
Jawahar School,school,12.9634851,77.5529474,bangalore
Lakshya Public School,school,12.8967228,77.7234751,bangalore
MediBase,school,12.9366134,77.5483683,bangalore
KKN coaching classes,school,12.9369584,77.5486218,bangalore
Raghav's Coaching Centre,school,12.9523571,77.5773644,bangalore
Janana Deepthi School,school,12.940807,77.5416769,bangalore
Holy Shepherd English High School,school,12.9790489,77.6390579,bangalore
Gururaj S,school,12.9269166,77.5850456,bangalore
Tiny Angels English Primary School,school,12.8999597,77.5856543,bangalore
GHPS Anjanapura,school,12.8620102,77.5641166,bangalore
GHPS Agara,school,12.9237787,77.6501646,bangalore
GHPS Aralakunate,school,12.8982752,77.6515095,bangalore
GHPS Arakere,school,12.8841602,77.6017702,bangalore
Budda HPS BTM layout,school,12.9191035,77.6147674,bangalore
GHPS NS Palya,school,12.9087935,77.6045543,bangalore
Vidya Jyothi KHPS BTM Layout,school,12.9141446,77.6160973,bangalore
BET Mahadeshwar Nagar,school,12.9066742,77.6109339,bangalore
GKHPS Vivekangara,school,12.9552253,77.6210383,bangalore
GTELPS Vivekanagara,school,12.9551126,77.6210785,bangalore
GHPS Beratena Agrahara,school,12.8673681,77.6559799,bangalore
St Peter Ntm School Doresanipalya,school,12.8982373,77.5980542,bangalore
Gnanaprakasham KHPS Bilekalli,school,12.8992326,77.6033285,bangalore
GHPS Bilekalli,school,12.8998165,77.6083074,bangalore
GKHPS Bommanahalli,school,12.9064542,77.629646,bangalore
GUHPS Bommanahalli,school,12.9057047,77.6271138,bangalore
GHPS Venugopal Nagar,school,12.8722269,77.5995362,bangalore
GUHPS Subhash Nagar,school,12.8733,77.6392183,bangalore
GHPS Chunchaghatta,school,12.885891,77.5738805,bangalore
GUPHS Arblen,school,12.96555,77.6061116,bangalore
GHPS Doopanahalli,school,12.9673592,77.639208,bangalore
GHPS Doddathoguru,school,12.8516643,77.6559357,bangalore
GHPS Doddanagamangala,school,12.8621626,77.6750136,bangalore
GHPS Devarachikkana Halli,school,12.8887812,77.6158231,bangalore
GHPS Gottigere,school,12.8590074,77.5890223,bangalore
GHPS Kembathhalli,school,12.8572549,77.576942,bangalore
GMPS Hongassandra,school,12.896159,77.6243027,bangalore
Svs HPS Hongasandra,school,12.8910839,77.627282,bangalore
GHPS (K) Jogupalya,school,12.9723069,77.6302852,bangalore
GUHPS Jogupalya,school,12.9706487,77.6311063,bangalore
Sri Ramakrishna HPS Ulsoor,school,12.9760932,77.6293447,bangalore
GMPS Marp Adugodi,school,12.9411408,77.6120178,bangalore
GUHPS Rajendranagar,school,12.9475264,77.6171647,bangalore
Koramangala K&T HPS,school,12.94766,77.6182798,bangalore
Long Memorial HPS,school,12.942581,77.6089966,bangalore
GMPS Koramangala,school,12.9436634,77.6189383,bangalore
Shivaganga HPS Koramangala,school,12.94917,77.6188547,bangalore
GHPS Kothanur,school,12.8764315,77.5786186,bangalore
GHPS Dairy Colony,school,12.9386863,77.6072286,bangalore
GHPS Lakkasandra,school,12.9438378,77.6000871,bangalore
GHPS Suddagunte Palya,school,12.9305952,77.6083105,bangalore
GMPS Munichinnappa Adugodi,school,12.9442879,77.6069753,bangalore
GUHPS Lakkasandra,school,12.9431126,77.5995158,bangalore
Chikanna Madevi HPS Venkatapur,school,12.9217806,77.6363478,bangalore
Government Model Public School Venkatapura,school,12.9207382,77.6338341,bangalore
GHPS Ksrp Koramangala,school,12.9243486,77.6325688,bangalore
Sri Sathyanarayana HPS Madival,school,12.9244734,77.6185744,bangalore
GUHPS  New Tavarekere,school,12.9199038,77.6087264,bangalore
GHPS Tavarekere,school,12.9218216,77.61023,bangalore
GHPS Eegipura,school,12.9447434,77.6296536,bangalore
GUHPS Madivala,school,12.9221808,77.619154,bangalore
Mahanagara Palike HPS Neelasandra,school,12.9547967,77.6116127,bangalore
GUHPS Neelasandra,school,12.9174015,77.6036834,bangalore
GHPS Parappana Agrahara Centra,school,12.8814541,77.6674463,bangalore
GHPS Ksrtc Shanthinagar,school,12.9539725,77.6004211,bangalore
Shanthi KHPS Vinayakanagar,school,12.9533162,77.6005694,bangalore
GKHPS Yalagondana Palya,school,12.9639537,77.6161707,bangalore
GKMPS Wilson Garden,school,12.9482206,77.5968593,bangalore
Government Urdu Higher Primary School,school,12.9296754,77.5965327,bangalore
St Michael LPS Shanthinagar,school,12.9555605,77.5978653,bangalore
Sadhguru Sai Baba HPS Roopena Bommanahalli,school,12.9103875,77.6249479,bangalore
GKHPS Yadiyuru,school,12.9308215,77.5756443,bangalore
NSVK Kannada School Jayanagar,school,12.9275465,77.5757852,bangalore
Vijaya HPS Jayanagar,school,12.9357317,77.57751,bangalore
Panchavati Vidyamandira Jayanagar,school,12.9274871,77.5888165,bangalore
GHPS Konanakunte,school,12.8873821,77.5688673,bangalore
GHPS Jambusavari Dinne,school,12.8655347,77.5815146,bangalore
GHPS Kodichikkana Halli,school,12.9006028,77.6201862,bangalore
Maruthi KHPS Willson Garden,school,12.9492633,77.5974085,bangalore
Sahakari Vidyakendra AHPS Jayanagar,school,12.9180064,77.5978472,bangalore
GHPS Gurappana Palya,school,12.9188794,77.605562,bangalore
GHPS Puttayyana Palya,school,12.9197208,77.5940053,bangalore
GUHPS New Gurappana Palya,school,12.9242342,77.6041393,bangalore
GUMHPS Old Gurappana Palya,school,12.9224842,77.6058977,bangalore
Saint Anthony Higher Primary School,school,12.9264405,77.6000111,bangalore
Ganapathi Vidyamandir V V Puram,school,12.9523143,77.5817969,bangalore
GHPS Tilak Nagar,school,12.9314978,77.5995415,bangalore
Kumarans HPS Jayanagar,school,12.9179833,77.5903119,bangalore
GHPS Ibaloor,school,12.921317,77.6634399,bangalore
GHPS Byrasandra,school,12.933863,77.5910009,bangalore
GHPS(U) Byrasandra,school,12.9329465,77.5918045,bangalore
Tejaswini KHPS Yadiyur,school,12.9308366,77.5882379,bangalore
Adarsh KHPS,school,12.9306021,77.589132,bangalore
Shree Sangameshwara KHPS Byrasandra,school,12.9339884,77.5906546,bangalore
GHPS Vittasandra,school,12.8584295,77.6354127,bangalore
GUHPS V V Puram,school,12.9544133,77.5821593,bangalore
GHPS Lalbhag Siddapur,school,12.9458038,77.5884207,bangalore
GMPS Puttenhalli,school,12.8975384,77.582022,bangalore
Sangameshwara HPS Byrasandra,school,12.9116316,77.6023166,bangalore
Padmavathi HS Suddagunte Palya,school,12.9475906,77.6117497,bangalore
GUHPS Mangammana Palya,school,12.9042134,77.6350512,bangalore
St Miras HPS Ulsoor,school,12.9685408,77.6288761,bangalore
Kairaliketan HPS Jogupalya,school,12.9766881,77.6282174,bangalore
GHPS Appareddypalya,school,12.9741197,77.6374384,bangalore
St. Mary's Euphrasia School,school,12.9675192,77.603794,bangalore
GUMPS Tank Garden Arekempanahalli,school,12.9446007,77.594691,bangalore
GKHPS Hari Nagar,school,12.8772854,77.5701703,bangalore
GULPS Hari Nagar,school,12.8779168,77.5704224,bangalore
GMPS Hulimavu,school,12.8763234,77.6028969,bangalore
Francescon S G Palya,school,12.93132,77.6088007,bangalore
Sacred Heart Boys Primary School,school,12.9664376,77.6101244,bangalore
GHPS Govindashetty Palya,school,12.8539353,77.6717128,bangalore
"Brilliant HPS HSR Layout, BBMP Agara",school,12.9177887,77.648656,bangalore
"GULPS Parangipalya, BBMP Agara",school,12.9097245,77.650152,bangalore
"Mount Carmel EHPS HSR Layout, BBMP Agara",school,12.9137798,77.6484692,bangalore
"Florence Public School 4th Blk, Anjanapura",school,12.8586411,77.5626375,bangalore
"Mvs HPS, Anjanapura",school,12.8598087,77.5677765,bangalore
Aradhana KHPS Arakere,school,12.8851154,77.5917402,bangalore
Dayana Memorial HPS Arakere,school,12.8888039,77.6057027,bangalore
"Marry Immaculate School, Arakere",school,12.8869151,77.6028827,bangalore
"Divya Jyothi HS, Arakere",school,12.8847701,77.6080296,bangalore
"J P Vidyakendra School, Arakere",school,12.884049,77.6042452,bangalore
"Shine Eng School, Arakere",school,12.884934,77.5906518,bangalore
Shri Sharada Vidyanikethana Arkere,school,12.8863886,77.6095157,bangalore
"Aradhana EHPS Arakere, Arakere",school,12.8846325,77.5920843,bangalore
"Hillside Public LPS Ns Palya, B T M Layout W No 65",school,12.9071902,77.6067335,bangalore
"Sri Balamuri Vidya Samste LPS, B T M Layout W No 65",school,12.9087576,77.6025747,bangalore
"Vidya Jyothi EHPS ,B T M Layout W No 65",school,12.9138593,77.6153672,bangalore
"GLPS(U) Madina Nagar, B T M Layout W No 65",school,12.9063746,77.6097578,bangalore
"Green Paschers KHPS Ns Palya, B T M Layout W No 65",school,12.9105841,77.6008291,bangalore
"M E S HPS Kuvempunagar, B T M Layout W No 65",school,12.9090967,77.6121578,bangalore
"Jnanadegula HPS, B T M Layout W No 65",school,12.9190975,77.6148608,bangalore
"Our Lady Fathima HPS, B T M Layout W No 65",school,12.9219732,77.6156311,bangalore
"Star Ablaze Trust Sch, B T M Layout W No 65",school,12.9061539,77.6112382,bangalore
"Babymirror HPS Vivekanagar, Austin Town W No 71",school,12.9572323,77.6179802,bangalore
"Bala Aesu Vidyalaya HPS Viveka, Austin Town W No 71",school,12.9541946,77.6185446,bangalore
"Infant Indian HPS Neelasandra, Austin Town W No 71",school,12.9566503,77.6154402,bangalore
"Karnataka Vidya Shala (KVS)HPS, Austin Town W No 71",school,12.9575753,77.6140476,bangalore
"Shanthinikethan HPS Vivekanag, Austin Town W No 71",school,12.9531262,77.6204588,bangalore
"Elight HS, Austin Town W No 71",school,12.9517387,77.6130259,bangalore
"Reliance School, Austin Town W No 71",school,12.9568361,77.6137517,bangalore
"Act Secondary HPS , Beratena Agrahara",school,12.8661456,77.6585897,bangalore
"St Joseph Eng Sch Hosur Road, Beratena Agrahara",school,12.8685514,77.6557291,bangalore
"Oxford School, Beratena Agrahara",school,12.8757154,77.6568415,bangalore
Silicon City HPS Bommana Halli,school,12.8984964,77.6203713,bangalore
Royal Convent HPS Bommana Hall,school,12.902802,77.6049954,bangalore
St Joseph HPS Bommana Halli,school,12.9061288,77.6243998,bangalore
Dileep HPS Bilekalli,school,12.8966211,77.6075885,bangalore
Mgs Infant LPS Bilekalli,school,12.8986518,77.6073698,bangalore
"Blue Star Education Trust, Bilekalli",school,12.8953975,77.6108776,bangalore
"Shantinketan Trust Sch, Bilekalli",school,12.9008131,77.6088442,bangalore
Teresa Pub Sch Bilekahalli,school,12.8952857,77.6082654,bangalore
Ankith HPS Bilekalli,school,12.900731,77.6047963,bangalore
"Orchid English School, Bilekalli",school,12.8909372,77.6091428,bangalore
Al Rahi Edu Sch Bommanahalli,school,12.9050686,77.6351798,bangalore
"Chinmaya Vidya Mandira, Bommana Halli",school,12.8996038,77.6515434,bangalore
"New Cambridge Convent &HS, Bommana Halli",school,12.9080891,77.6242973,bangalore
"EHPS New Francis, Bommana Halli",school,12.9043475,77.6205177,bangalore
English Higher Primary School,school,12.9065455,77.6214942,bangalore
"New Bharat International Kudlu Gate, Bommana Halli",school,12.8901178,77.6409735,bangalore
"Lorven Pub Sch, Bommanahalli",school,12.9037178,77.6257972,bangalore
The Selony LPS Begur,school,12.8826959,77.6265059,bangalore
"St Pauls School, Begur",school,12.8780562,77.6167931,bangalore
"Priyadarshini School, Begur",school,12.8755953,77.6388735,bangalore
"Cresent Eng School, Begur",school,12.8714779,77.6355626,bangalore
"Little Angel Eng School, Begur",school,12.8706196,77.638,bangalore
"GLPS Subhash Nagar, Begur",school,12.8707092,77.6384891,bangalore
"GLPS Mylasandra, Begur",school,12.8514983,77.6204097,bangalore
"Jnanajyothi Eng School, Begur",school,12.8808502,77.6370167,bangalore
"Tilak English School, Bommana Halli Cmc",school,12.9013007,77.6363305,bangalore
"Janak Vidyalaya, Bommana Halli Cmc",school,12.8838456,77.5952932,bangalore
"New Nobal School Arkere, Bommana Halli Cmc",school,12.8903452,77.5906449,bangalore
"GLPS Basapura, Basapura",school,12.8655289,77.6471089,bangalore
"The Paradise Residential Sch, Basapura",school,12.8657376,77.645392,bangalore
"Carmel Jyothi LPS, Chunchanagatta",school,12.8898311,77.5728954,bangalore
GLPS Chikkabegur,school,12.8801561,77.6341829,bangalore
"Begur Channarayappa Ramiya, Chikkabegur",school,12.8818317,77.6358456,bangalore
GLPS Chikkatoru,school,12.8575245,77.6534136,bangalore
"Pragathi School, Chikkatoru",school,12.8628345,77.6508047,bangalore
Vidyanikethan Ehp Dommalur,school,12.9562148,77.6373162,bangalore
Bangalore Montessori Eng School,school,12.9554582,77.6374537,bangalore
"Little Angels HS, Dommalur",school,12.9608902,77.6361692,bangalore
GHS Dommalur,school,12.9594084,77.6402102,bangalore
Mme Sch Konnappana Agrahara,school,12.854687,77.6592678,bangalore
Sacretis School,school,12.8507072,77.6529146,bangalore
New Horizon Eng School,school,12.8506548,77.6546922,bangalore
St Gasper School,school,12.8625525,77.6783059,bangalore
New Shanthiniketan Eng Convent,school,12.8775539,77.6700895,bangalore
Newton Public School,school,12.9066837,77.6354232,bangalore
Sujana Convent,school,12.872912,77.6581646,bangalore
Bloosom Sch,school,12.8946717,77.6234961,bangalore
Blue Bel Public School,school,12.8719195,77.6590904,bangalore
Infont Pub Sch,school,12.8523461,77.6709539,bangalore
New Pecidencny Public School Icse,school,12.9057779,77.6221591,bangalore
New Madar Teresa,school,12.9000115,77.6452749,bangalore
EHPS Baldwin School,school,12.9102228,77.6357046,bangalore
St Philomina English School,school,12.8892307,77.6184252,bangalore
Nightingale English School,school,12.8933125,77.6134451,bangalore
Silicon Vally LPS Gottigere,school,12.8569301,77.5854776,bangalore
"Sri Ramakrishna C E Kendra,Gottigere",school,12.8656934,77.5860168,bangalore
GHS Gottigere,school,12.8525231,77.5877651,bangalore
"Little Angels, Gottigere",school,12.8546645,77.5879146,bangalore
"Sudarshan Public School (cbse), Gottigere",school,12.859947,77.590048,bangalore
Sham's LPS Govindashetty Palya,school,12.8552691,77.6701683,bangalore
"Bright Future LPS Garvebhavi Palya,",school,12.8946113,77.633992,bangalore
Mekale HPS,school,12.8935005,77.6442533,bangalore
Mathas Education Society,school,12.891396,77.6340809,bangalore
"Rajrajeshwari HS, Garvebhavi Palya",school,12.8911632,77.6359252,bangalore
"Ves HS, Garvebhavi Palya",school,12.8959096,77.6352778,bangalore
"Adarsha Edu Centre HPS , Hongasandra 1",school,12.8915456,77.6250974,bangalore
"Sahyadri EHPS, Garvebhavi Palya",school,12.8866375,77.6344577,bangalore
"Mother Theresa HS, Hongasandra 1",school,12.8934705,77.6307067,bangalore
"Gnanabharathi HPS , Hongasandra 1",school,12.8974858,77.6302097,bangalore
"Oxford HPS, Hongasandra 2",school,12.8956428,77.6265101,bangalore
"Anikethan Pub Sch , Hongasandra 1",school,12.8999361,77.6264784,bangalore
GTLPS jogupalya,school,12.9723602,77.6304912,bangalore
"GULPS Jogupalya,",school,12.9740521,77.6273143,bangalore
