name,type,lat,lon,city
Shiva Mandir Great Enterance,place_of_worship,28.737933,76.8931732,delhi
Shiva Mandir Tapovan,place_of_worship,28.737967,76.892671,delhi
Shiva mandir tulsi,place_of_worship,28.7379992,76.8930862,delhi
Balaji Mandir Akhada,place_of_worship,28.7385114,76.8946746,delhi
Shiva Mandir Birds Cabutra,place_of_worship,28.7380292,76.8931902,delhi
Balaji Mandir,place_of_worship,28.7383751,76.8946542,delhi
Balaji Mandir enterance,place_of_worship,28.7384994,76.8948238,delhi
Mata Mandir Barahi,place_of_worship,28.7379558,76.8959076,delhi
Choti Mata Mandir,place_of_worship,28.7398708,76.8963947,delhi
Holi  Ground,place_of_worship,28.7339354,76.8949836,delhi
Dada Buda Mandir,place_of_worship,28.7321332,76.9022445,delhi
Unknown,place_of_worship,28.6696114,77.2051028,delhi
Shani Mandir Roshanara Garden,place_of_worship,28.6715328,77.2005269,delhi
Goddess Kali & Khatu Shyam,place_of_worship,28.6714056,77.2002527,delhi
Ficus,place_of_worship,28.6731902,77.2002904,delhi
Hanuman Mandir,place_of_worship,28.6738932,77.2016645,delhi
Hanuman Temple,place_of_worship,28.6752346,77.1939022,delhi
Temple,place_of_worship,28.6756449,77.1986064,delhi
Shiv Mandir,place_of_worship,28.6747875,77.2017075,delhi
Singh Sabha Gurudwara,place_of_worship,28.6761787,77.199741,delhi
Giant Dome Gurudwara,place_of_worship,28.6762756,77.1999356,delhi
Alami Markaz Banglewali masjid,place_of_worship,28.5917254,77.2433836,delhi
Unknown,place_of_worship,28.5789737,77.2663631,delhi
Unknown,place_of_worship,28.543607,77.2277157,delhi
Unknown,place_of_worship,28.5806458,77.2553873,delhi
Palam Shiv mandir,place_of_worship,28.5842328,77.0912854,delhi
Unknown,place_of_worship,28.611531,77.286994,delhi
Shiv Mandir,place_of_worship,28.6063106,77.2885685,delhi
Unknown,place_of_worship,28.6086088,77.2434649,delhi
Unknown,place_of_worship,28.6107892,77.2446209,delhi
Unknown,place_of_worship,28.6137923,77.287475,delhi
Neminath Jain Mandir,place_of_worship,28.6320355,77.284615,delhi
Shree Radha Krishna Mandir,place_of_worship,28.561387,77.2404527,delhi
Shiv Mandir,place_of_worship,28.5388005,77.2167853,delhi
Firoz Manaz Mosque,place_of_worship,28.5391387,77.2189566,delhi
Unknown,place_of_worship,28.6062787,77.2350415,delhi
Lakshmi Narayan MAndir,place_of_worship,28.7145169,77.1529575,delhi
Shiv Mandir,place_of_worship,28.713696,77.1546761,delhi
Hindu shiv temple,place_of_worship,28.5893507,77.3696447,delhi
Temple,place_of_worship,28.6376604,77.3015157,delhi
Unknown,place_of_worship,28.5534234,77.2254249,delhi
The Church of Jesus Christ of Latter-day Saints,place_of_worship,28.564685,77.239101,delhi
Unknown,place_of_worship,28.4733639,77.1245222,delhi
Sant Nirankari Satsang Bhawan,place_of_worship,28.7394555,77.1193392,delhi
Jama Masjid,place_of_worship,28.7366798,77.1276322,delhi
Unknown,place_of_worship,28.5710369,77.170663,delhi
Jain Sweitamna Temple,place_of_worship,28.6551074,77.2309146,delhi
Maa Adhyashakti Mandir,place_of_worship,28.7373021,77.1249013,delhi
Unknown,place_of_worship,28.5682663,77.1589085,delhi
Shri Durga Mandir,place_of_worship,28.5228404,77.205968,delhi
Shri Radha Krishna Mandir,place_of_worship,28.5621417,77.2567814,delhi
Unknown,place_of_worship,28.5588367,77.2465627,delhi
Unknown,place_of_worship,28.5443045,77.1782367,delhi
Shri Sanatan Dharm Mandir,place_of_worship,28.5239495,77.21629,delhi
Shiv Mandir,place_of_worship,28.4008646,77.3752761,delhi
Hanuman Mandir,place_of_worship,28.4017784,77.3791236,delhi
Sai Mandir,place_of_worship,28.671511,77.331725,delhi
Shiv Mandir,place_of_worship,28.671876,77.331795,delhi
Shri Raghunath Mandir,place_of_worship,28.664153,77.320864,delhi
Arya Samaj Mandir,place_of_worship,28.664924,77.325296,delhi
Gurudwara,place_of_worship,28.656217,77.320222,delhi
Shri Shiv Mandir Sanatan Dharm Sabha,place_of_worship,28.5656809,77.2244304,delhi
Unknown,place_of_worship,28.5332188,77.2306859,delhi
Shri Shri Satyanarayan Mandir,place_of_worship,28.5117081,77.243271,delhi
Unknown,place_of_worship,28.5739311,77.1604995,delhi
Prachin Bhairav Mandir,place_of_worship,28.5481665,77.256539,delhi
Unknown,place_of_worship,28.5240537,77.2296458,delhi
Shri Shiv Hanuman Mandir,place_of_worship,28.5315381,77.2317258,delhi
Shri Sankatmochan Hanuman Mandir,place_of_worship,28.5375609,77.2130911,delhi
Unknown,place_of_worship,28.5114562,77.2026133,delhi
Prachin Shri Hanuman Shani Mandir,place_of_worship,28.5093135,77.1775058,delhi
Shri Narayan Mandir,place_of_worship,28.5753478,77.2291371,delhi
Unknown,place_of_worship,28.7042626,77.2565185,delhi
Unknown,place_of_worship,28.682217,77.3310115,delhi
Gurudwara Sri Guru Singh Sabha,place_of_worship,28.6498482,77.2002456,delhi
Unknown,place_of_worship,28.6363964,77.2141269,delhi
Prachin Sati Math Mandir,place_of_worship,28.5264998,77.2654735,delhi
Gurudwara Sahib,place_of_worship,28.5583967,77.1624468,delhi
Prachin Shiv Shakti Durga Mandir,place_of_worship,28.5305897,77.2196421,delhi
Arya Samaj Mandir,place_of_worship,28.6281206,77.2128732,delhi
Jai Mata Mandir,place_of_worship,28.6491995,77.1846567,delhi
Rab Da Kutta,place_of_worship,28.7151123,77.2068019,delhi
Unknown,place_of_worship,28.6190128,77.2912643,delhi
Unknown,place_of_worship,28.6239585,77.308834,delhi
Unknown,place_of_worship,28.6318992,77.3455726,delhi
Gurudwara,place_of_worship,28.553731,77.173165,delhi
Unknown,place_of_worship,28.6295438,77.219749,delhi
Shri Chamatkari Hanuman Mandir,place_of_worship,28.5129414,77.204637,delhi
Bethel Marthoma Church,place_of_worship,28.5145179,77.2055555,delhi
hanuman Mandir,place_of_worship,28.5310584,77.2184318,delhi
masjid Hazrat bilal,place_of_worship,28.5307536,77.2159202,delhi
Amrit vani mandir,place_of_worship,28.5335648,77.2219706,delhi
Satsang Guru Nanak Darbar,place_of_worship,28.567162,77.2401753,delhi
Baptist Church,place_of_worship,28.6528915,77.192125,delhi
Shaheed Baba Deep Singh Ji Gurudwara,place_of_worship,28.5293821,77.2072702,delhi
Sri Laxmi Narayan Mandir,place_of_worship,28.5358092,77.2106083,delhi
Rajiv Chowk Mosque,place_of_worship,28.4465523,77.0281357,delhi
Unknown,place_of_worship,28.5188531,77.2110242,delhi
Unknown,place_of_worship,28.5305893,77.2583524,delhi
Carmel Community Church,place_of_worship,28.5307406,77.2584093,delhi
Maharshi Valmiki Mandir,place_of_worship,28.5349467,77.2600199,delhi
Unknown,place_of_worship,28.5382175,77.259402,delhi
Unknown,place_of_worship,28.6352179,77.2212575,delhi
Holy Family Syro-Malabar Church,place_of_worship,28.5130278,77.2049866,delhi
Unknown,place_of_worship,28.5758624,77.2430389,delhi
Unknown,place_of_worship,28.6229921,77.213797,delhi
Dargah Sharif Hazrat,place_of_worship,28.6259543,77.2326032,delhi
Kali Mata Mandir,place_of_worship,28.6240877,77.1355337,delhi
Prachin Shiv Shakti Gorakhnath Mandir,place_of_worship,28.5668103,77.2487837,delhi
Dargah Hazrat Khwaja,place_of_worship,28.5956054,77.2407239,delhi
Masjid Dibya Wali,place_of_worship,28.5090978,77.1795785,delhi
Unknown,place_of_worship,28.5091484,77.1797401,delhi
Unknown,place_of_worship,28.4218305,77.0873733,delhi
Shri Hari Mandir,place_of_worship,28.5732231,77.2445457,delhi
Shri Shani Dev Mandir,place_of_worship,28.5728705,77.2434369,delhi
Shiv Mandir,place_of_worship,28.5735096,77.2405364,delhi
Unknown,place_of_worship,28.5152024,77.2264024,delhi
Unknown,place_of_worship,28.5938439,77.2429641,delhi
Unknown,place_of_worship,28.6469968,77.0956481,delhi
Arul Migu Muthu Mariamman Temple,place_of_worship,28.6523146,77.0957783,delhi
Unknown,place_of_worship,28.6521081,77.0963316,delhi
Uttarakhand Sanatan Dharm Mandir,place_of_worship,28.6519026,77.095396,delhi
Unknown,place_of_worship,28.6482807,77.0963406,delhi
Hare- Krishna Mandir,place_of_worship,28.6852719,77.2897923,delhi
Shri Hanuman Mandir,place_of_worship,28.4292655,77.2152751,delhi
Sri Sankat Mochan Hanuman Mandir,place_of_worship,28.6841113,77.2913278,delhi
Sri Prachin Kaal Bhairav Nath Mandir,place_of_worship,28.6894471,77.2917561,delhi
Sai Mandir,place_of_worship,28.6500264,77.0438735,delhi
RadheShyam Mandir,place_of_worship,28.6498682,77.0420794,delhi
Unknown,place_of_worship,28.565255,77.2072628,delhi
Radha Krishna Mandir,place_of_worship,28.6828434,77.2894255,delhi
Shiv Shakti Mandir,place_of_worship,28.5531286,77.2408913,delhi
Panchal Shiv Hanuman Mandir,place_of_worship,28.6868487,77.2919167,delhi
Sri Sai Ram Temple,place_of_worship,28.6846291,77.2894037,delhi
Gurudwara Shri Guru Singh Sabha,place_of_worship,28.6096812,77.1070471,delhi
Free Church,place_of_worship,28.6260798,77.215349,delhi
Jama Masjid Shajeen Bagh,place_of_worship,28.5496832,77.3029151,delhi
Shiv Mandir,place_of_worship,28.6828345,77.2910361,delhi
Hazrat Nizam-ud-din,place_of_worship,28.5922696,77.2417175,delhi
Moti Masjid,place_of_worship,28.6337969,77.2183681,delhi
Unknown,place_of_worship,28.5718728,77.1717512,delhi
Shri Vaikunthanathji Mandir,place_of_worship,28.5482493,77.180252,delhi
Dargah Shah Abdul Salam Faridi (RA),place_of_worship,28.6337417,77.2162906,delhi
Unknown,place_of_worship,28.501324,77.3010313,delhi
Unknown,place_of_worship,28.6096934,77.2915035,delhi
Shiv Mandir,place_of_worship,28.5216778,77.1687521,delhi
Gurudwara Guru Singh Sabha,place_of_worship,28.5401733,77.2414069,delhi
Unknown,place_of_worship,28.6493946,77.1572955,delhi
Madni Masjid and Dargah,place_of_worship,28.5295882,77.2525821,delhi
Unknown,place_of_worship,28.5627284,77.2297621,delhi
Iskon Temple,place_of_worship,28.5564463,77.2536098,delhi
Unknown,place_of_worship,28.5231511,77.1771402,delhi
Shri Guru Ravidas Mandir,place_of_worship,28.5361328,77.2605221,delhi
Unknown,place_of_worship,28.5705427,77.1841536,delhi
Unknown,place_of_worship,28.5167946,77.2543471,delhi
Prachin Shri Shiv Mandir,place_of_worship,28.515532,77.2275507,delhi
Nav Durga Mandir,place_of_worship,28.5100205,77.3355601,delhi
Unknown,place_of_worship,28.5350711,77.265359,delhi
St. Peter’s Jacobite Syrian Orthodox,place_of_worship,28.6291093,77.2048696,delhi
Sri Raghavendra Swamy Math,place_of_worship,28.5772838,77.1743602,delhi
Yogmaya Temple,place_of_worship,28.5257019,77.1822181,delhi
Chhattarpur Mandir Complex,place_of_worship,28.5029189,77.1798325,delhi
Shani Dham Temple,place_of_worship,28.4604339,77.1908226,delhi
Hanuman Mandir,place_of_worship,28.453688,77.089396,delhi
Munir khan tomb,place_of_worship,28.5575513,77.1703347,delhi
Dwarkadish Temple,place_of_worship,28.7117234,77.1177571,delhi
gurudwara tigri saheb,place_of_worship,28.5130176,77.2371445,delhi
Shiv Mandir,place_of_worship,28.8253802,77.1740257,delhi
Unknown,place_of_worship,28.5648838,77.3831118,delhi
Gurudwara Shri Guru Singh Sabha,place_of_worship,28.6231363,77.2916515,delhi
shiv mandir,place_of_worship,28.7153477,77.2844655,delhi
Krishna Mandir,place_of_worship,28.5334494,77.2149171,delhi
Unknown,place_of_worship,28.6280213,77.0919901,delhi
Harmilap Mission Ashram,place_of_worship,28.6955647,77.1883218,delhi
Tomb,place_of_worship,28.5966336,77.2966503,delhi
Shri Aadi Shakti Maa Jhandewalis Temple,place_of_worship,28.6491472,77.2041529,delhi
Raghunath Mandir,place_of_worship,28.6722893,77.2174669,delhi
Hanuman Mandir,place_of_worship,28.6117378,77.0504313,delhi
Unknown,place_of_worship,28.5658552,77.1576728,delhi
Amrood wali Masjid,place_of_worship,28.6455366,77.2313735,delhi
Shrine of Turkman Bayabani Masjid,place_of_worship,28.6449544,77.2320731,delhi
Anjuman Masjid,place_of_worship,28.6459121,77.2324827,delhi
Chatta Sheikh Manglo Masjid,place_of_worship,28.6488977,77.2323795,delhi
Lal Masjid,place_of_worship,28.6494137,77.2322166,delhi
Masjid Saguwa Wali,place_of_worship,28.6470106,77.2380032,delhi
Masjid Dai Wali,place_of_worship,28.646861,77.239701,delhi
Mata mandir,place_of_worship,28.681607,77.3278981,delhi
Peer Baba Dham,place_of_worship,28.6099768,77.0665144,delhi
Noor Masjid,place_of_worship,28.5862597,77.2495252,delhi
Balmiki Mandir,place_of_worship,28.5857239,77.2497278,delhi
Shahi Masjid,place_of_worship,28.5821485,77.2468068,delhi
Sanatan Dharam Mandir,place_of_worship,28.5802121,77.2454367,delhi
Sanatan Dharam Guffa Wala Mandir,place_of_worship,28.5858069,77.2434717,delhi
HANUMAN MANDIR,place_of_worship,28.424416,77.1414767,delhi
SHIV MANDIR BALIYAWAS,place_of_worship,28.425789,77.145672,delhi
Unknown,place_of_worship,28.6328647,77.2755611,delhi
拘樓瘦 劒磨瑟曇拘樓都邑（Kurusu Kammāssadhamma）,place_of_worship,28.4936574,77.3500145,delhi
Navgrah temple,place_of_worship,28.5135249,77.1690039,delhi
Ram mandir,place_of_worship,28.5136076,77.1687336,delhi
Shri Shiv Shakti Mandir,place_of_worship,28.5135781,77.1688088,delhi
Kali Mata Mandir,place_of_worship,28.6835319,77.1718947,delhi
Bunkur Temple,place_of_worship,28.68297,77.1784205,delhi
Arya Samaji Mandir,place_of_worship,28.6791582,77.1943175,delhi
Unknown,place_of_worship,28.6221959,77.2930643,delhi
Unknown,place_of_worship,28.6378013,77.2408021,delhi
Masjid Nabi Baqsh,place_of_worship,28.6414974,77.2403946,delhi
Sanatan Dharm Radheshyam Mandir,place_of_worship,28.5194253,77.1794781,delhi
Unknown,place_of_worship,28.6378789,77.2704528,delhi
Jai Bhawani Mandir,place_of_worship,28.535629,77.273034,delhi
D2 Tower Nirala Aspire,place_of_worship,28.6106109,77.455893,delhi
Unknown,place_of_worship,28.6600918,77.2330646,delhi
temple,place_of_worship,28.599859,77.0104764,delhi
Hanuman Mandir,place_of_worship,28.8237735,77.1738027,delhi
Unknown,place_of_worship,28.5610334,77.1983032,delhi
Unknown,place_of_worship,28.5603414,77.1995893,delhi
Unknown,place_of_worship,28.5185991,77.179756,delhi
Unknown,place_of_worship,28.5205862,77.1818179,delhi
Unknown,place_of_worship,28.5202504,77.180513,delhi
Unknown,place_of_worship,28.5216847,77.181837,delhi
Unknown,place_of_worship,28.5214244,77.1824618,delhi
Prachin Shri Digambar Jain Mandir Ji,place_of_worship,28.6112464,77.2899056,delhi
Unknown,place_of_worship,28.6228086,77.2938512,delhi
Durga Mandir,place_of_worship,28.6246077,77.2903466,delhi
Unknown,place_of_worship,28.4117976,76.971201,delhi
Kali Bari Mandir,place_of_worship,28.7264716,77.17127,delhi
Unknown,place_of_worship,28.6495074,77.2678703,delhi
Neelam Mata Mandir,place_of_worship,28.6200887,77.3025372,delhi
Hazrat Nizamuddin Railway Station Masjid,place_of_worship,28.5885885,77.2532872,delhi
Care Maintenance Services Pvt. Ltd.,place_of_worship,28.5238482,77.1935899,delhi
Unknown,place_of_worship,28.611965,76.869989,delhi
Unknown,place_of_worship,28.6195998,76.8689176,delhi
Dada Khera,place_of_worship,28.6272241,76.8970511,delhi
Unknown,place_of_worship,28.6138284,76.9959516,delhi
Unknown,place_of_worship,28.6409503,77.3673873,delhi
Shri Sanatam Dharm Mandir,place_of_worship,28.6294879,77.3071901,delhi
Unknown,place_of_worship,28.6289682,77.3090536,delhi
Shiv Mandir Meethapur Gujjar village,place_of_worship,28.4975136,77.3167916,delhi
Sanatan Dharm Mandir Raja Garden,place_of_worship,28.654317,77.1274401,delhi
Shani Mandir,place_of_worship,28.6539755,77.127697,delhi
Hanuman Temple,place_of_worship,28.6316741,77.2715447,delhi
SahajYog,place_of_worship,28.6276092,77.4415453,delhi
Kewal Kunj,place_of_worship,28.7228398,77.1345663,delhi
Cimetry,place_of_worship,28.5521764,77.3027381,delhi
mosque,place_of_worship,28.546339,77.3068572,delhi
Saint Thomas Church,place_of_worship,28.6395627,77.2035415,delhi
Unknown,place_of_worship,28.5918541,77.2195538,delhi
Shri Sanatan Dharam Sabha,place_of_worship,28.5727447,77.2321657,delhi
Gurdwasa Sri Guru Singh Saba,place_of_worship,28.5730504,77.2323475,delhi
TPM (The Pentecostal Mission Church) khora colony,place_of_worship,28.6106772,77.3514627,delhi
Shri Panchmukhi Hanuman Mandir,place_of_worship,28.6085081,77.2948406,delhi
Unknown,place_of_worship,28.6026844,77.4483476,delhi
Unknown,place_of_worship,28.7233544,77.1720957,delhi
Unknown,place_of_worship,28.7251623,77.1721004,delhi
Unknown,place_of_worship,28.7245317,77.1724978,delhi
Shiv Shakti Sai Mandir,place_of_worship,28.7238148,77.1686636,delhi
Unknown,place_of_worship,28.7218922,77.1702244,delhi
Shri Siddha Baba Balak Nathan Ji,place_of_worship,28.7290317,77.1737135,delhi
Unknown,place_of_worship,28.62386,77.291605,delhi
Unknown,place_of_worship,28.5845853,77.2395757,delhi
Shiv Shakti Mandir,place_of_worship,28.732065,77.1737714,delhi
Unknown,place_of_worship,28.7308736,77.1769705,delhi
Unknown,place_of_worship,28.7313536,77.1776862,delhi
Unknown,place_of_worship,28.7281415,77.1722631,delhi
Unknown,place_of_worship,28.7306004,77.1693363,delhi
Prachin Shri Maharshi Valmiki Mandir,place_of_worship,28.730623,77.168946,delhi
Unknown,place_of_worship,28.7287804,77.1717985,delhi
Shri Shiv Goraksh Mandir and Dharmshala,place_of_worship,28.7291396,77.1736264,delhi
Raghunath Mandir,place_of_worship,28.5898539,77.2524156,delhi
Unknown,place_of_worship,28.727035,77.1654897,delhi
Unknown,place_of_worship,28.724623,77.1679108,delhi
Sulemani Masjid,place_of_worship,28.7345324,77.1678719,delhi
Unknown,place_of_worship,28.7347093,77.168264,delhi
Unknown,place_of_worship,28.604768,77.2216022,delhi
Unknown,place_of_worship,28.7245913,77.1647672,delhi
Unknown,place_of_worship,28.7291674,77.1646615,delhi
Shiv Shakti Hanuman Mandir,place_of_worship,28.7251023,77.1742961,delhi
Unknown,place_of_worship,28.7264913,77.1755024,delhi
Unknown,place_of_worship,28.7324193,77.1666116,delhi
Unknown,place_of_worship,28.7261039,77.1757856,delhi
Unknown,place_of_worship,28.7261039,77.175404,delhi
Unknown,place_of_worship,28.7286464,77.1761994,delhi
Unknown,place_of_worship,28.7083094,77.1559464,delhi
Unknown,place_of_worship,28.7278297,77.1763252,delhi
Unknown,place_of_worship,28.7278283,77.1762311,delhi
Unknown,place_of_worship,28.7278971,77.1764232,delhi
Unknown,place_of_worship,28.7281678,77.1764884,delhi
Unknown,place_of_worship,28.727037,77.1759391,delhi
Prachin Shiv Mandir,place_of_worship,28.7216534,77.1695425,delhi
Unknown,place_of_worship,28.7210683,77.1686167,delhi
Gurudwara Shri Guru Singh Sabha,place_of_worship,28.7217719,77.1682935,delhi
Hanuman Mandir,place_of_worship,28.721083,77.1686256,delhi
Bhartishreepeetham Sarveshwar Temple,place_of_worship,28.5306761,77.1490605,delhi
Gurdwara Sri Guru Singh Sabha,place_of_worship,28.5317932,77.1496764,delhi
Unknown,place_of_worship,28.7208999,77.1694924,delhi
Hanuman Mandir,place_of_worship,28.7322036,77.1706382,delhi
Madina Masjid,place_of_worship,28.7209134,77.1706381,delhi
Shiv Mandir,place_of_worship,28.7190197,77.1699301,delhi
Jai Ma Kali Mandir,place_of_worship,28.7307493,77.1658606,delhi
Unknown,place_of_worship,28.732826,77.1644332,delhi
ram,place_of_worship,28.424027,77.3025404,delhi
Pracheen Shiv Mandir,place_of_worship,28.6974344,77.4579102,delhi
ကမ္မာသဒ္ဓမ္မ မဟာသတိပဌာနသုတ်ဟောတော်မူရာနေရာ,place_of_worship,28.5585548,77.256641,delhi
Unknown,place_of_worship,28.7184776,77.1697907,delhi
Unknown,place_of_worship,28.7289507,77.1733902,delhi
Unknown,place_of_worship,28.7313196,77.1699356,delhi
Prachin Kāli Mātā Mandir,place_of_worship,28.731671,77.1718959,delhi
Unknown,place_of_worship,28.6848676,77.1962728,delhi
Shiv Shakti Valmiki Mandir,place_of_worship,28.6756668,77.2076534,delhi
Unknown,place_of_worship,28.7406287,77.1627748,delhi
Unknown,place_of_worship,28.7402485,77.1622848,delhi
Unknown,place_of_worship,28.7404929,77.1609982,delhi
Unknown,place_of_worship,28.7410119,77.161426,delhi
Unknown,place_of_worship,28.7408626,77.1614157,delhi
Unknown,place_of_worship,28.7410148,77.1619978,delhi
Unknown,place_of_worship,28.7401909,77.1616256,delhi
Mughal era mosque,place_of_worship,28.6461658,77.222939,delhi
Shiv Shakti Mandir,place_of_worship,28.6578532,77.2364781,delhi
Unknown,place_of_worship,28.6585088,77.2375483,delhi
Unknown,place_of_worship,28.7400848,77.161144,delhi
Hindu temple,place_of_worship,28.5859703,77.2480454,delhi
Hindu temple dedicated to Buddha,place_of_worship,28.5557753,77.2514141,delhi
Mosque,place_of_worship,28.6505059,77.2211136,delhi
Mosque,place_of_worship,28.6508835,77.2208886,delhi
"Statue of Mahavir, Jain holy place",place_of_worship,28.5205885,77.1902316,delhi
Mosque,place_of_worship,28.6412878,77.2146318,delhi
Fatami Masjid,place_of_worship,28.6202436,77.2857563,delhi
Prachin Shri Shani Dev Mandir,place_of_worship,28.7140584,77.1799272,delhi
Unknown,place_of_worship,28.745528,77.1699739,delhi
Unknown,place_of_worship,28.8212519,77.1005769,delhi
Unknown,place_of_worship,28.701166,77.2912119,delhi
"Shiv Mandir, Uttarakhand Samaj",place_of_worship,28.7319119,77.170874,delhi
Shri Shani Dev Mandir,place_of_worship,28.7227489,77.1730941,delhi
Shirdi Shree Sai Baba Mandir,place_of_worship,28.7227299,77.1730533,delhi
Unknown,place_of_worship,28.619517,77.2861715,delhi
Unknown,place_of_worship,28.7250199,77.1610882,delhi
Arya Samaj Mandir,place_of_worship,28.7200029,77.1779355,delhi
Shiv Temple,place_of_worship,28.6578056,77.4117265,delhi
Shani Mandir,place_of_worship,28.6458813,77.4188972,delhi
Unknown,place_of_worship,28.7330394,77.1758523,delhi
Unknown,place_of_worship,28.6563502,77.2296577,delhi
Unknown,place_of_worship,28.6568924,77.2306981,delhi
Unknown,place_of_worship,28.6569196,77.2303988,delhi
Unknown,place_of_worship,28.7192869,77.1757957,delhi
Hanuman Temple,place_of_worship,28.5375499,77.2086518,delhi
Unknown,place_of_worship,28.7486875,77.1545668,delhi
Shani Mandir,place_of_worship,28.7496437,77.1518788,delhi
Radhakrishna Mandir,place_of_worship,28.7494343,77.1519549,delhi
Unknown,place_of_worship,28.7502225,77.1528397,delhi
Unknown,place_of_worship,28.7510188,77.1593364,delhi
Sulahkul Mandir,place_of_worship,28.6070869,77.0346835,delhi
Unknown,place_of_worship,28.7324715,77.1653286,delhi
Unknown,place_of_worship,28.7414933,77.1608916,delhi
Radha Krishna Mandir,place_of_worship,28.7609709,77.1763851,delhi
Unknown,place_of_worship,28.7358887,77.1636739,delhi
Hanuman mandir,place_of_worship,28.473757,77.0406258,delhi
Unknown,place_of_worship,28.7341184,77.1662684,delhi
Hanuman Mandir,place_of_worship,28.7335796,77.1832522,delhi
Pir Baba Ki Mazar,place_of_worship,28.7327933,77.1835806,delhi
Unknown,place_of_worship,28.720433,77.1666754,delhi
Unknown,place_of_worship,28.6224142,77.2947746,delhi
Unknown,place_of_worship,28.5908537,77.2560419,delhi
Unknown,place_of_worship,28.5828291,77.2548505,delhi
Unknown,place_of_worship,28.6988227,77.226968,delhi
Unknown,place_of_worship,28.6980554,77.2269597,delhi
Unknown,place_of_worship,28.7289459,77.1472623,delhi
Unknown,place_of_worship,28.7277402,77.1453662,delhi
White Hindu temple,place_of_worship,28.6393851,77.212892,delhi
Mata Village Usmanpur,place_of_worship,28.6861614,77.2507052,delhi
Devta Village Usmanpur,place_of_worship,28.6845213,77.2521544,delhi
Unknown,place_of_worship,28.6597256,77.0950537,delhi
Unknown,place_of_worship,28.6607339,77.0942321,delhi
Temple - Hanuman Mandir,place_of_worship,28.4944492,77.3255522,delhi
Unknown,place_of_worship,28.583049,77.2425024,delhi
Unknown,place_of_worship,28.6454124,77.4383895,delhi
Mosque,place_of_worship,28.5656202,77.2808084,delhi
Chappar Wali Masjid,place_of_worship,28.5631542,77.288135,delhi
Unknown,place_of_worship,28.6012458,77.2270038,delhi
आर्य समाज मंदिर,place_of_worship,28.6164099,77.0096218,delhi
Gurudwara Pahariwala,place_of_worship,28.5520908,77.2383972,delhi
Shiv Bholeshvar Mandir,place_of_worship,28.6118894,77.2900596,delhi
Unknown,place_of_worship,28.6546149,77.264445,delhi
Shri Hanuman Mandir,place_of_worship,28.6332604,77.2060741,delhi
Unknown,place_of_worship,28.6596343,77.1439584,delhi
Unknown,place_of_worship,28.6587251,77.1437719,delhi
Shiv Shakti Mandir,place_of_worship,28.71632,77.1130145,delhi
Salasar Hanuman Mandir,place_of_worship,28.6762926,77.3145513,delhi
Shree Gopal Mandir,place_of_worship,28.6011353,77.227067,delhi
Unknown,place_of_worship,28.6454513,77.4403018,delhi
Shri Hinglaj Bhawani Mandir,place_of_worship,28.6374248,77.3042266,delhi
Masjid e Zakir Bagh   ذاکر باغ مسجد,place_of_worship,28.5589673,77.2715819,delhi
Hanumanji Mandir Sadh nagar,place_of_worship,28.5912564,77.0927352,delhi
Ganesh Temple,place_of_worship,28.509077,77.121892,delhi
Hanuman Mandir,place_of_worship,28.517058,77.1302223,delhi
Kholi wale Baba Mandir,place_of_worship,28.5070669,77.1237683,delhi
Sant shri Ashramji Ashram,place_of_worship,28.5089647,77.1176724,delhi
Sheetla Maa Mandir,place_of_worship,28.5128082,77.1081447,delhi
Shiv Mandir,place_of_worship,28.518072,77.1067061,delhi
Vishwakarma Mandir,place_of_worship,28.5161894,77.1105788,delhi
SHAKUMBHARI MANDIR,place_of_worship,28.6939674,77.2921077,delhi
Chhatarpur Mandir,place_of_worship,28.5033155,77.1787621,delhi
Unknown,place_of_worship,28.7360288,77.2962904,delhi
Unknown,place_of_worship,28.7360796,77.2975592,delhi
Unknown,place_of_worship,28.7358644,77.2964154,delhi
gurudwara,place_of_worship,28.6520205,77.4516598,delhi
Ingraham Methodist Church,place_of_worship,28.6740952,77.4521604,delhi
Shiv temple,place_of_worship,28.6357135,77.3597001,delhi
Unknown,place_of_worship,28.6613433,77.3794845,delhi
Sector 25 Mandir,place_of_worship,28.5808737,77.338695,delhi
Sector 25 Gurudwara,place_of_worship,28.5814421,77.3395757,delhi
SHEETLA MATA MANDIR,place_of_worship,28.6874106,77.2859515,delhi
Savana Temple,place_of_worship,28.4142653,77.3540112,delhi
Shiv Mandir,place_of_worship,28.4031206,77.3473843,delhi
SAI SHARNAM MANDIR SHAHDARA,place_of_worship,28.6876387,77.2911377,delhi
panchmukhi mandir,place_of_worship,28.4988464,77.2811974,delhi
kabir mandir,place_of_worship,28.4978145,77.2841868,delhi
vishwkarma mandir,place_of_worship,28.5009485,77.2868292,delhi
siddhkunda mandir,place_of_worship,28.4840103,77.2842362,delhi
satkunda mandir,place_of_worship,28.4831353,77.2860833,delhi
pracheen shiv mandir,place_of_worship,28.4985939,77.296431,delhi
shiv mandir,place_of_worship,28.5138331,77.2361004,delhi
Shri Shiv Mandir,place_of_worship,28.6296092,77.2756242,delhi
Unknown,place_of_worship,28.6295437,77.2736729,delhi
Lakshmi Narayan Mandir,place_of_worship,28.6772272,77.3139328,delhi
Unknown,place_of_worship,28.6250593,77.2885875,delhi
Shree Krishan Bhagwan Mandir,place_of_worship,28.8314671,77.0076086,delhi
